datum,sample_ba_nr,infa_gc_pcr,infb_gc_pcr,rsv_gc_pcr,infa_gc_l,infb_gc_l,rsv_gc_l,infa_gc_l_7_d_median,infb_gc_l_7_d_median,rsv_gc_l_7_d_median,infa_gc_100_000_p,infb_gc_100_000_p,rsv_gc_100_000_p,infa_gc_100_000_p_7_d_median,infb_gc_100_000_p_7_d_median,rsv_gc_100_000_p_7_d_median,infa_gc_pmmov,infb_gc_pmmov,rsv_gc_pmmov,infa_gc_pmmov_7_d_median,infb_gc_pmmov_7_d_median,rsv_gc_pmmov_7_d_median,anz_pos_a_bs,anz_pos_a_h1_bs,anz_pos_a_h1n1_bs,anz_pos_a_h3_bs,anz_pos_b_bs,anz_pos_a_bl,anz_pos_b_bl,anz_pos_all_bl,infa_bs_bl,infb_bs_bl,7t_median_infa,7t_median_infb,kw,kw_anz_pos_rsv_usb
2025-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,30,0
2025-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0
2025-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0
2025-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0
2025-08-08,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0,,,,1,0,1,0,32,0
2025-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,32,0
2025-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,33,0
2025-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,33,0
2025-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,33,0
2025-08-26,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,,,35,0
2025-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0
2025-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0
2025-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0
2025-09-06,dito wie 7.9.,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,36,0
2025-09-07,Ba250162,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,36,0
2025-09-11,Ba250164,,,0.0,36880.0,0.0,0.0,0.0,0.0,0.0,948391001693.2297,0.0,0.0,0.0,0.0,0.0,0.00022419452887537995,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,37,0
2025-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0
2025-09-14,Ba250165,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,37,0
2025-09-16,Ba250166,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,38,0
2025-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0
2025-09-18,Ba250167,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,38,0
2025-09-19,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0,,,,1,0,1,0,38,0
2023-01-01,Ba230001,,,268.0,57200.0,24320.0,107200.0,67200.0,24320.0,143200.0,1113850465926.1506,473581177121.04865,2087495978099.3591,1539245840836.4016,489260285122.9991,4520782802007.303,0.002565022421524664,0.0010905829596412557,0.004807174887892377,0.002565022421524664,0.0008569709127382146,0.004807174887892377,8,0.0,0.0,0.0,0,4,0,4,12,0,26,1,52,8
2023-01-03,Ba230003,,,,,,,,,,,,,,,,,,,,,,11,0.0,0.0,0.0,1,2,0,2,13,1,24,0,1,9
2023-01-09,Ba230007,,,33.7,4279.999999999999,2884.0,13480.0,15200.0,10160.0,15319.999999999998,201002192367.79556,135441664202.97255,633062979700.4403,460718466955.1428,225912144028.19745,620002104058.7599,0.0003205992509363295,0.0002160299625468165,0.0010097378277153558,0.0005201026518391788,0.0002787379972565158,0.0006562414266117969,6,0.0,0.0,0.0,0,2,0,2,8,0,9,0,2,4
2023-01-11,Ba230008,,,32.7,17520.0,11120.000000000002,13080.000000000002,15200.0,11120.000000000002,13480.0,490037189622.53644,311028170582.3405,365849682663.4005,490037189622.53644,311028170582.3405,620002104058.7599,0.00039020044543429844,0.0002476614699331849,0.0002913140311804009,0.00039020044543429844,0.0002476614699331849,0.0005242087254063301,5,0.0,0.0,0.0,0,2,0,2,7,0,8,0,2,4
2023-01-12,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,0,,,,4,0,7,0,2,4
2023-01-13,Ba230009,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,2,2,0,2,4,2,6,0,2,4
2023-01-16,Ba230011,,,62.2,9879.999999999998,6880.0,24880.000000000004,11680.0,4258.0,9040.0,286405399905.54767,199440197505.07776,721231411907.8976,329906277236.6183,125871387488.52942,262849317908.68845,0.00013086092715231787,9.112582781456953e-05,0.00032953642384105964,0.0003169606512890095,6.77610143143404e-05,0.00021349962074623845,5,0.0,0.0,0.0,1,,,,5,1,4,0,3,2
2023-01-17,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0,,,,2,0,4,0,3,2
2023-01-20,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,0,1,0,1,5,0,3,0,3,2
2023-01-21,dito wie 22.1.,,,41.8,7080.0,10680.0,16720.0,10480.0,7120.0,14140.0,211354238257.7779,318822494999.0209,499130347975.99524,211354238257.7779,199440197505.07776,499130347975.99524,9.106109324758843e-05,0.00013736334405144694,0.000215048231511254,0.0001775762125640132,0.00011424458593300823,0.00022452816433862294,1,0.0,0.0,0.0,0,0,1,1,1,1,3,0,3,2
2023-01-27,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,1,1,0,1,3,1,2,1,4,5
2023-01-28,dito wie 29.1.,,,61.6,7440.0,16680.0,24640.0,7220.0,14100.0,20680.0,151451501061.62817,339544494315.58575,501581315343.88684,151451501061.62817,339544494315.58575,501581315343.88684,0.0001563846558066211,0.0003506043089858119,0.0005179190751445087,0.00012372287452710478,0.00029919321062493113,0.00038142399254855765,2,0.0,0.0,0.0,1,,,,2,1,2,1,4,5
2023-01-29,Ba230018,,,61.6,7440.0,16680.0,24640.0,7400.0,15760.0,24640.0,170382224543.00073,381985955023.8242,564276614615.5293,170382224543.00073,358275270782.37964,564276614615.5293,0.0001563846558066211,0.0003506043089858119,0.0005179190751445087,0.0001563846558066211,0.00034786029402778966,0.0005179190751445087,4,0.0,0.0,0.0,1,,,,4,1,3,1,4,5
2023-02-02,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,0.0,6,,,,3,6,3,1,5,1
2023-02-04,dito wie 5.2.,,,107.0,29160.000000000004,41600.0,42800.0,26300.0,41800.0,58400.0,606814708445.7994,865689021651.0718,890660820352.5449,606814708445.7994,905668288225.3339,1808027675283.8367,0.0005161061946902655,0.000736283185840708,0.0007575221238938053,0.0005628645407781626,0.000945858236661757,0.0013410497485528846,2,0.0,0.0,0.0,0,,,,2,0,3,1,5,1
2023-02-05,Ba230022,,,107.0,29160.000000000004,41600.0,42800.0,29160.000000000004,41800.0,58400.0,720622555663.4889,1028048639080.9717,1057703888285.2305,720622555663.4889,905668288225.3339,1057703888285.2305,0.0005161061946902655,0.000736283185840708,0.0007575221238938053,0.0005628645407781626,0.000945858236661757,0.0013410497485528846,4,0.0,0.0,0.0,2,,,,4,2,3,2,5,1
2023-02-08,Ba230024,,,161.0,33360.0,55600.0,64400.00000000001,29160.000000000004,46400.0,49000.0,733961243851.9633,1223268739753.2722,1416879619426.4521,663718632054.6442,1076351684974.7935,1135111135001.478,0.0007128205128205128,0.001188034188034188,0.0013760683760683761,0.0005161061946902655,0.000768141592920354,0.0008100110619469027,2,0.0,0.0,0.0,1,,,,2,1,3,2,6,2
2023-02-09,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,0.0,0,1,1,2,4,1,3,1,6,2
2023-02-15,Ba230028,,,246.0,38160.00000000001,170800.0,98400.0,38160.00000000001,161600.0,100400.0,864885179056.1685,3871131776278.6567,2230207065490.7485,864885179056.1685,3490374852658.2935,2230207065490.7485,0.0014081180811808122,0.0063025830258302586,0.0036309963099630995,0.0014081180811808122,0.0063025830258302586,0.0036309963099630995,2,0.0,0.0,0.0,1,,,,2,1,2,2,7,0
2023-02-20,Ba230031,,,43.7,5120.0,29200.0,17480.0,12559.999999999998,102800.0,60400.0,100198656934.75497,571445465331.0244,342084477191.3119,252276368886.03903,2064809770818.855,1213176168846.876,0.00021091658084449022,0.0012028836251287334,0.0007200823892893924,0.0003545518701482004,0.002901905434015526,0.0017050105857445306,1,0.0,0.0,0.0,3,2,0,2,3,3,2,2,8,0
2023-02-25,dito wie 26.2.,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,4,0,1,1,0,5,3,2,8,0
2023-03-01,Ba230035,,,59.1,12720.0,49200.0,23640.0,6560.0,46000.0,23640.0,309852477836.3518,1198485999178.342,575857906922.2765,145763784848.4732,1022124101071.6108,575857906922.2765,0.00017852631578947368,0.0006905263157894737,0.00033178947368421054,9.611721611721611e-05,0.000673992673992674,0.00033178947368421054,3,0.0,0.0,0.0,1,,,,3,1,2,2,9,1
2023-03-05,Ba230036,,,120.0,15760.0,54400.0,48000.0,11860.0,51800.0,35060.0,322402005766.9639,1112859715337.7437,981935042945.0679,309852477836.3518,1198485999178.342,844421748595.6943,0.0005429801894918174,0.0018742463393626185,0.0016537467700258397,0.00017691256028517507,0.0008743468232333823,0.0005409255286546123,0,0.0,0.0,0.0,1,0,1,1,0,2,2,2,9,1
2023-03-09,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0,,,,1,0,2,2,10,0
2023-03-11,dito wie 12.3.,,,239.0,36680.0,114000.0,95600.0,37320.0,134200.0,125800.0,1237519929045.6096,3846163356357.6743,3225379095331.5234,1237519929045.6096,3846163356357.6743,3610385142580.697,0.000499047619047619,0.0015510204081632653,0.0013006802721088435,0.0005840265378945968,0.0021499511580195018,0.0017971357756834737,3,0.0,0.0,0.0,2,2,0,2,5,2,3,2,10,0
2023-03-12,Ba230041,,,239.0,36680.0,114000.0,95600.0,37320.0,134200.0,125800.0,1044845324804.4722,3247338250482.82,2723206462685.593,1237519929045.6096,3846163356357.6743,3225379095331.5234,0.000499047619047619,0.0015510204081632653,0.0013006802721088435,0.0005620602526724976,0.001988338192419825,0.0016206025267249758,1,0.0,0.0,0.0,3,2,0,2,3,3,3,2,10,0
2023-03-19,Ba230045,,,267.0,30160.000000000004,110000.0,106800.0,45480.0,147800.0,115200.0,905787774189.9567,3303602624698.117,3207497821070.5356,1318850753890.397,4295248589935.073,3364148067375.954,0.00064,0.0023342175066313,0.00226631299734748,0.0009219801980198019,0.0030047325156918876,0.002356918874911364,1,0.0,0.0,0.0,1,,,,1,1,2,3,11,1
2023-03-22,Ba230048,,,625.0,20200.0,191200.0,250000.0,30160.000000000004,191200.0,174400.0,503904488018.7676,4769630599464.7705,6236441683400.589,897688223030.2285,4769630599464.7705,4348800724901.9956,5.343915343915344e-05,0.0005058201058201059,0.0006613756613756613,0.00018274111675126904,0.0010741116751269036,0.0008852791878172589,2,0.0,0.0,0.0,2,0,1,1,2,3,2,3,12,0
2023-03-23,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,1,,,,1,1,1,2,12,0
2023-03-26,Ba230050,,,430.0,31280.0,162000.0,172000.0,31280.0,162000.0,172000.0,964693556128.071,4996175066903.692,5304580935231.081,897688223030.2285,4996175066903.692,5304580935231.081,9.344286781179986e-05,0.0004839432412247946,0.0005138162808065721,9.344286781179986e-05,0.0004839432412247946,0.0005138162808065721,,,,,,0,1,1,0,1,2,2,12,0
2023-03-27,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,2,0,2,2,0,4,1,2,13,1
2023-03-30,Ba230052,,,244.0,38800.0,171600.0,97600.0,31280.0,162000.0,149200.0,1108601223272.1184,4902988915296.276,2788646376065.9473,1014246935100.5378,4949581991099.984,4046613655648.514,0.0016688172043010754,0.007380645161290322,0.004197849462365591,9.344286781179986e-05,0.0004839432412247946,0.0005138162808065721,,,,,,,,,,,0,1,13,1
2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,13,1
2023-04-09,Ba230056,,,126.0,39320.0,94000.0,50400.0,68400.0,154000.0,50400.0,782915611117.7235,1871670077443.1846,1003533743650.3883,1205183256606.8596,3186666257117.516,1049009134225.8945,0.0007268022181146026,0.0017375231053604436,0.0009316081330868762,0.0008713375796178344,0.0024101910828025477,0.0009316081330868762,0,0.0,0.0,0.0,2,,,,0,2,0,1,14,0
2023-04-13,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,2,,,,0,2,0,2,15,0
2023-04-14,Ba230059,,,531.0,19560.0,220400.0,212400.0,36160.0,152000.0,114800.0,461713901761.9572,5202543146642.912,5013703105022.48,736251795937.0164,3739980264850.316,3024516354449.4316,0.0006051044083526682,0.006818252126836814,0.006570765661252901,0.0012995713218232588,0.005430550133991816,0.0036767888026384586,1,0.0,0.0,0.0,1,,,,1,1,0,2,15,0
2023-04-20,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,2,,,,0,2,0,1,16,0
2023-04-21,dito wie 22.4.,,,18.4,0.0,6920.0,7359.999999999999,880.0000000000001,7600.0,8600.0,0.0,174311869118.33026,185395282761.69226,11380070570.437975,185438362212.94763,203911967410.12634,0.0,9.992779783393502e-05,0.00010628158844765342,9.859943977591038e-06,9.992779783393502e-05,0.00010628158844765342,,,,,,,,,,,0,2,16,0
2023-04-22,Ba230063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,16,0
2023-04-23,Ba230064,,,23.9,548.0,4560.000000000001,9559.999999999998,274.0,5740.0,7980.0,12924601745.447285,107547780947.51758,225472979354.88324,12924601745.447285,174311869118.33026,222428652058.5604,8.058823529411765e-06,6.705882352941177e-05,0.0001405882352941176,4.029411764705882e-06,7.975545404883945e-05,0.00010132006593251018,1,0.0,0.0,0.0,1,,,,1,1,0,2,16,0
2023-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,17,0
2023-04-25,Ba230065,,,29.8,1220.0,3720.0,11920.0,714.0,5740.0,9080.0,38268659123.28325,116688042572.63417,373903620286.5052,12924601745.447285,116688042572.63417,225472979354.88324,1.5487146937480164e-05,4.722310377657886e-05,0.0001513170422088226,8.959383753501402e-06,7.610644257703082e-05,0.0001234349118708855,1,0.0,0.0,0.0,0,,,,1,0,0,1,17,0
2023-04-27,Ba230066,,,56.0,2104.0,3915.9999999999995,22400.0,884.0,4238.0,10740.0,52963324105.67903,98576224903.91591,563868089338.0277,38268659123.28325,107547780947.51758,373903620286.5052,1.825596529284165e-05,3.397830802603037e-05,0.00019436008676789588,1.1772985233445964e-05,5.714096365299532e-05,0.0001459526387514701,0,0.0,0.0,0.0,1,,,,0,1,1,1,17,0
2023-04-29,dito wie 30.4.,,,52.9,0.0,3508.0,21160.0,548.0,3720.0,21160.0,0.0,118379460086.23569,714056264374.2152,19134329561.641624,117314205852.20139,637637894559.0115,0.0,0.00012023993144815767,0.0007252784918594687,8.058823529411765e-06,6.705882352941177e-05,0.00019436008676789588,,,,,,,,,,,1,1,17,0
2023-04-30,Ba230067,,,52.9,0.0,3508.0,21160.0,0.0,3508.0,21160.0,0.0,81066157289.91087,488985144884.41113,0.0,116688042572.63417,563868089338.0277,0.0,0.00012023993144815767,0.0007252784918594687,0.0,0.00012023993144815767,0.0007252784918594687,1,0.0,0.0,0.0,0,,,,1,0,1,0,17,0
2023-05-02,Ba230069,,,27.9,455.99999999999994,1188.0000000000002,11160.0,227.99999999999997,3508.0,21160.0,16911020583.684326,44057658889.072334,413874977442.80066,8455510291.842163,89821191096.91339,526426617111.2194,1.071680376028202e-05,2.7920094007050534e-05,0.00026227967097532313,5.35840188014101e-06,8.98732864071908e-05,0.0004937790814173959,,,,,,,,,,,0,0,18,0
2023-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18,0
2023-05-05,Ba230071,,,18.1,11440.000000000002,6920.0,7240.0,864.0,2930.0,13560.0,358530844810.30835,216873552979.66202,226902387799.5308,42961971057.67348,79439116295.32077,413874977442.80066,0.000274505098980204,0.00016604679064187162,0.0001737252549490102,2.1449483474068903e-05,8.98732864071908e-05,0.00037424722314950465,,,,,,,,,,,1,0,18,0
2023-05-06,dito wie 7.5.,,,20.5,488.0,2696.0,8200.0,880.0,2524.0,10060.0,14595275082.645737,80632913161.50186,245248474749.3751,42961971057.67348,79439116295.32077,302625204934.55524,1.1257208765859284e-05,6.219146482122261e-05,0.00018915801614763554,2.171968597685754e-05,6.084905309372326e-05,0.00024448581904237376,,,,,,,,,,,1,0,18,0
2023-05-12,dito wie 14.5.,,,14.5,1324.0,2440.0,5800.0,648.0,2440.0,7600.0,45010072605.385315,82949076402.67384,197174034071.92963,29358229058.28012,52855979481.58756,219402493386.42114,4.226656025538707e-05,7.789305666400638e-05,0.00018515562649640862,4.226656025538707e-05,6.219146482122261e-05,0.00018915801614763554,,,,,,,,,,,1,0,19,0
2023-05-15,Ba230077,,,11.1,752.0,0.0,4439.999999999999,752.0,0.0,5800.0,21917657583.634415,0.0,129407446371.45848,26642866741.66535,0.0,144373677764.1688,1.2017578905313623e-05,0.0,7.095485417499e-05,4.226656025538707e-05,0.0,0.00018515562649640862,,,,,,,,,,,1,0,20,0
2023-05-16,dito wie 18.5.,,,5.35,0.0,892.0,2139.9999999999995,700.0,446.0,5120.0,0.0,22691375278.845375,54438949660.0102,21917657583.634415,22691375278.845375,144373677764.1688,0.0,2.1276088252832438e-05,5.1043530113297544e-05,2.7142069580350347e-05,1.0638044126416219e-05,0.00017593915778601945,,,,,,,,,,,1,0,20,0
2023-05-21,Ba230079,,,13.8,528.0,932.0,5520.000000000001,528.0,892.0,4439.999999999999,12019470990.481821,21216187430.168667,125658105809.5827,5905229814.66621,21953781354.50702,91864637606.59476,9.386666666666666e-06,1.6568888888888888e-05,9.813333333333335e-05,9.386666666666666e-06,1.6568888888888888e-05,7.095485417499e-05,0,0.0,0.0,0.0,1,,,,0,1,0,1,20,0
2023-05-24,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,1,,,,0,1,0,1,21,0
2023-05-28,Ba230082,,,33.6,0.0,0.0,13440.000000000002,0.0,0.0,13440.000000000002,0.0,0.0,276866611121.5632,0.0,0.0,297033138925.471,0.0,0.0,0.00023152454780361761,0.0,0.0,0.00023152454780361761,,,,,,,,,,,0,1,21,0
2023-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,22,0
2023-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,22,0
2023-06-06,,,,,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,1,0,23,0
2023-06-08,,,,,,,,,,,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,,,,1,0.0,0.0,0.0,0,,,,1,0,1,0,23,0
2023-06-10,dito wie 11.6.,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,1,0,23,0
2023-06-11,Ba230090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,23,0
2023-06-16,,,,,,,,,,,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,,,,,,,,,,,,,,,,24,0
2023-06-17,dito wie 18.6.,,,,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,,,24,0
2023-06-18,Ba230093,,,,,,,,,,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,,,,,,,,,,,,,,,,24,0
2023-06-19,Ba230094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0
2023-06-27,,,,,,,,,,,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,,,,1,0.0,0.0,0.0,0,,,,1,0,1,0,26,0
2023-06-30,dito wie2.7.2023,,,,,,,,,,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,,,,,,,,,,,,,,1,0,26,0
2023-07-02,Ba230101,,,,,,,,,,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,,,,,,,,,,,,,,1,0,26,0
2023-07-03,,,,,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,1,0,27,0
2023-07-04,Ba230102,,,,,,,,,,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,,,,,,,,,,,,,,,,27,0
2023-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0
2023-07-06,Ba230103,,,,,,,,,,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,,,,,,,,,,,,,,,,27,0
2023-07-07,,,,,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,,,27,0
2023-07-09,Ba230104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0
2023-07-12,,,,,,,,,,,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,,,,,,,,,,,,,,,,28,0
2023-07-16,Ba230209,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,1,0,28,0
2023-07-20,Ba230211,,,,,,,,,,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,,,,,,,,,,,,,,1,0,29,1
2023-07-21,dito wie 23.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1
2023-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0
2023-07-25,,,,,,,,,,,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,,,,,,,,,,,,,,,,30,0
2023-07-26,Ba230213,,,,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,,,30,0
2023-08-01,Ba230216,,,,,,,,,,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,,,,,,,,,,,,,,,,31,0
2023-08-05,dito wie 6.8.,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,,,31,0
2023-08-06,Ba230218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0
2023-08-08,Ba230219,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,,,32,0
2023-08-13,Ba230221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0
2023-08-14,,,,,,,,,,,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,,,,,,,,,,,,,,,,33,0
2023-08-17,Ba230223,,,,,,,,,,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,,,,,,,,,1,0,1,1,0,1,0,33,0
2023-08-20,Ba230224,,,,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,1,0,33,0
2023-08-22,Ba230225,,,,,,,,,,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,,,,,,,,,,,,,,1,0,34,0
2023-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0
2023-08-27,Ba230227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0
2023-08-29,Ba230228,,,21.9,0.0,0.0,8760.0,0.0,0.0,8760.0,0.0,0.0,467905870247.1501,0.0,0.0,467905870247.1501,0.0,0.0,0.00014186234817813764,0.0,0.0,0.00014186234817813764,,,,,,,,,,,,,35,1
2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1
2023-08-31,Ba230229,,,50.2,0.0,0.0,20080.000000000004,0.0,0.0,14420.000000000002,0.0,0.0,525713302796.3249,0.0,0.0,496809586521.7375,0.0,0.0,0.00021248677248677253,0.0,0.0,0.00017717456033245507,,,,,,,,,,,,,35,1
2023-09-03,Ba230230,,,24.8,0.0,0.0,9920.0,0.0,0.0,9920.0,0.0,0.0,205016659691.53268,0.0,0.0,337104953368.9897,0.0,0.0,0.00017267188859878155,0.0,0.0,0.00017267188859878155,,,,,,,,,,,,,35,1
2023-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0
2023-09-05,Ba230231,,,104.0,30400.0,0.0,41600.0,0.0,0.0,15000.000000000002,700562490161.2216,0.0,958664460220.6189,0.0,0.0,366008669643.5771,0.00029443099273607746,0.0,0.00040290556900726395,0.0,0.0,0.00019257933054277703,,,,,,,,,,,,,36,0
2023-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0
2023-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0
2023-09-12,Ba230234,,,41.4,0.0,0.0,16560.0,0.0,0.0,29560.000000000004,0.0,0.0,380706610507.2394,0.0,0.0,604265695011.3075,0.0,0.0,0.00021436893203883496,0.0,0.0,0.00034844444444444446,,,,,,,,,,,,,37,0
2023-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,37,0
2023-09-17,Ba230236,,,42.2,0.0,0.0,16880.000000000004,0.0,0.0,16880.000000000004,0.0,0.0,353097642916.6555,0.0,0.0,366902126711.94745,0.0,0.0,0.0004692147324530925,0.0,0.0,0.0004692147324530925,1,0.0,0.0,0.0,0,,,,1,0,1,0,37,0
2023-09-19,Ba230237,,,78.4,0.0,0.0,31360.000000000004,0.0,0.0,24120.000000000004,0.0,0.0,754280431101.6744,0.0,0.0,553689037009.165,0.0,0.0,0.0003957097791798108,0.0,0.0,0.0004692147324530925,,,,,,,,,,,1,0,38,0
2023-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,38,0
2023-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,38,0
2023-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0
2023-09-27,Ba230240,,,161.0,0.0,0.0,64400.00000000001,1400.0,0.0,24919.999999999996,0.0,0.0,1493779127583.5193,55140161797.511215,0.0,511797242454.3767,0.0,0.0,0.0007666666666666668,1.8729096989966554e-05,0.0,0.00033337792642140464,,,,,,,,,,,,,39,0
2023-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0
2023-09-29,dito wie 1.10.,,,103.0,0.0,0.0,41200.0,1400.0,0.0,33060.0,0.0,0.0,927157792888.4349,0.0,0.0,927157792888.4349,0.0,0.0,0.0005166144200626959,1.8729096989966554e-05,0.0,0.00042499617324205023,,,,,,,,,,,,,39,0
